100000  700000
83566  12520  78
83566  97449  100
83566  49830  77
83567  47415  93
83567  66563  60
83567  67718  90
83567  19664  78
83567  80977  66
83567  5528  100
83567  55016  43
83568  3925  13
83568  30932  99
83568  11416  44
83568  55064  32
83568  34501  94
83568  23338  40
83568  94420  5
83569  72782  68
83569  16996  64
83569  60249  94
83569  14904  31
83569  39671  65
83569  87800  37
83569  33616  38
83570  49490  6
83570  89259  44
83570  21  34
83570  78312  19
83570  47582  22
83570  88972  55
83570  50655  33
83571  32995  46
83571  9166  3
83571  3  95
83571  15888  49
83571  76525  44
83571  63861  82
83571  13652  15
83572  97413  18
83572  27496  63
83572  38062  53
83572  51463  98
83572  30968  68
83572  87206  83
83572  16226  46
83573  28947  43
83573  77441  58
83573  49370  25
83573  51207  55
83573  17214  21
83573  63248  24
83573  75465  100
83574  85497  71
83574  35775  95
83574  9217  69
83574  9561  72
83574  33142  27
83574  97312  62
83574  15622  19
83575  59901  14
83575  5115  12
83575  82163  5
83575  67845  82
83575  44401  76
83575  94172  9
83575  27391  71
83576  54878  93
83576  22940  80
83576  72415  6
83576  48101  80
83576  17650  7
83576  20454  30
83576  84082  91
83577  32350  15
83577  6943  2
83577  96678  61
83577  12171  2
83577  30703  34
83577  46734  25
83577  58592  85
83578  98651  78
83578  81150  8
83578  45471  62
83578  51777  69
83578  90183  75
83578  7621  81
83578  63399  9
83579  17574  61
83579  70626  74
83579  55184  35
83579  78783  33
83579  53959  93
83579  65576  16
83579  71541  29
83580  84525  68
83580  86038  36
83580  75846  34
83580  68701  91
83580  86573  15
83580  33201  95
83580  23898  50
83581  70510  68
83581  28280  41
83581  53425  25
83581  12814  72
83581  83334  4
83581  84345  49
83581  53859  90
83582  90737  54
83582  33481  1
83582  34640  65
83582  59521  29
83582  61898  52
83582  66975  84
83582  81529  56
83583  43265  62
83583  72659  58
83583  96976  81
83583  91504  50
83583  90602  44
83583  85543  64
83583  42043  29
83584  57067  39
83584  92325  100
83584  16227  72
83584  92845  52
83584  54646  99
83584  85575  76
83584  41572  9
83585  91283  47
83585  16310  84
83585  28850  20
83585  55937  11
83585  74072  33
83585  49320  89
83585  62065  70
83586  96344  79
83586  96317  51
83586  2278  53
83586  81924  84
83586  68781  40
83586  55653  76
83586  86900  19
83587  78480  2
83587  2330  38
83587  29698  83
83587  10351  88
83587  34077  3
83587  94847  2
83587  92085  90
83588  18931  51
83588  69410  13
83588  42397  54
83588  35281  12
83588  13252  72
83588  13336  66
83588  54067  80
83589  18321  12
83589  64165  81
83589  94828  89
83589  94338  16
83589  52398  98
83589  69311  94
83589  92095  63
83590  4006  44
83590  14678  33
83590  95435  83
83590  47564  46
83590  78016  53
83590  16130  64
83590  53687  74
83591  20237  37
83591  14425  39
83591  34670  33
83591  20469  92
83591  74693  80
83591  48081  71
83591  59467  26
83592  87301  20
83592  90990  76
83592  70049  43
83592  89017  91
83592  5586  3
83592  52233  95
83592  76889  13
83593  83786  43
83593  43373  61
83593  45206  89
83593  41888  24
83593  86887  15
83593  64477  1
83593  40920  69
83594  10497  39
83594  98429  87
83594  14139  74
83594  44289  50
83594  13461  51
83594  47194  10
83594  91391  48
83595  55986  70
83595  99363  28
83595  1340  92
83595  42012  56
83595  21755  89
83595  96617  20
83595  56841  49
83596  97154  100
83596  41427  62
83596  42720  2
83596  70106  69
83596  75715  39
83596  6129  95
83596  16390  28
83597  54887  68
83597  76023  54
83597  29318  74
83597  86750  18
83597  89494  25
83597  55160  35
83597  89972  45
83598  17455  1
83598  37919  62
83598  22294  10
83598  55023  10
83598  32093  77
83598  62868  16
83598  48011  3
83599  81280  1
83599  67719  70
83599  28338  28
83599  45506  99
83599  99160  2
83599  39971  94
83599  58741  71
83600  28237  26
83600  96972  4
83600  23923  81
83600  28141  67
83600  37001  82
83600  23326  11
83600  6954  71
83601  19110  100
83601  87573  41
83601  20991  19
83601  33456  8
83601  28650  77
83601  28043  11
83601  54484  61
83602  32521  97
83602  56674  25
83602  54416  38
83602  62524  42
83602  96891  68
83602  87006  97
83602  19911  32
83603  86107  97
83603  59227  77
83603  5271  5
83603  21747  91
83603  99479  25
83603  67965  78
83603  33635  74
83604  49682  98
83604  13184  19
83604  74519  13
83604  33974  47
83604  93224  9
83604  49746  99
83604  50303  5
83605  11358  7
83605  95269  53
83605  22878  52
83605  66444  11
83605  66346  16
83605  70466  96
83605  75638  76
83606  90547  3
83606  22876  100
83606  95526  24
83606  43313  52
83606  1242  42
83606  52046  8
83606  25815  2
83607  35264  63
83607  31182  100
83607  82131  44
83607  93251  66
83607  4008  49
83607  71797  60
83607  95967  44
83608  95004  47
83608  23167  61
83608  12528  57
83608  15579  48
83608  53022  65
83608  58703  81
83608  81244  54
83609  38752  60
83609  99226  52
83609  24308  63
83609  69968  4
83609  94432  61
83609  47166  93
83609  5783  92
83610  22154  72
83610  60974  49
83610  30645  93
83610  52556  19
83610  4156  68
83610  88301  68
83610  21276  39
83611  30365  94
83611  3887  44
83611  46236  17
83611  3658  29
83611  67114  53
83611  16996  78
83611  56652  48
83612  1296  98
83612  80037  9
83612  25504  64
83612  71494  40
83612  29173  75
83612  74252  53
83612  12925  94
83613  54264  20
83613  80520  55
83613  5707  7
83613  74511  79
83613  94834  27
83613  81639  68
83613  93685  40
83614  50396  15
83614  8468  53
83614  17211  97
83614  23673  80
83614  61285  47
83614  37605  62
83614  78679  12
83615  48156  3
83615  72310  91
83615  66756  59
83615  69633  92
83615  72255  14
83615  26770  47
83615  95165  93
83616  27533  28
83616  58171  3
83616  16168  55
83616  66617  27
83616  34980  10
83616  99974  37
83616  83998  31
83617  35140  60
83617  81076  1
83617  3920  23
83617  90174  51
83617  77643  99
83617  57774  56
83617  86434  36
83618  31330  81
83618  63241  56
83618  66293  96
83618  69105  77
83618  2216  79
83618  58238  62
83618  73261  53
83619  98657  46
83619  91133  43
83619  78685  12
83619  6957  29
83619  32821  65
83619  51207  13
83619  81100  84
83620  8282  63
83620  38542  57
83620  8006  6
83620  62401  44
83620  86950  12
83620  23528  91
83620  86336  28
83621  21038  91
83621  69991  84
83621  77466  20
83621  17456  47
83621  16191  86
83621  45682  100
83621  26494  73
83622  60289  3
83622  14238  65
83622  48829  69
83622  10996  56
83622  62722  36
83622  27445  67
83622  715  56
83623  53589  14
83623  24792  65
83623  31918  49
83623  71564  58
83623  37497  78
83623  18282  3
83623  45456  8
83624  53248  56
83624  72430  98
83624  15511  40
83624  50367  60
83624  27153  81
83624  68118  62
83624  42509  53
83625  4435  42
83625  39752  76
83625  99046  68
83625  90173  26
83625  33457  70
83625  50204  99
83625  18821  51
83626  97674  53
83626  35106  94
83626  60609  74
83626  57949  37
83626  9065  55
83626  91100  67
83626  33470  54
83627  49727  53
83627  42671  29
83627  90185  8
83627  18582  24
83627  42730  97
83627  98014  76
83627  97047  28
83628  17573  65
83628  45401  64
83628  86076  66
83628  32792  85
83628  37052  20
83628  10812  93
83628  11348  54
83629  7228  31
83629  20279  43
83629  92653  63
83629  30225  98
83629  74176  2
83629  47098  45
83629  58407  24
83630  15997  23
83630  10757  46
83630  98746  33
83630  86156  35
83630  45300  37
83630  10609  17
83630  4337  14
83631  59769  79
83631  98334  93
83631  18348  11
83631  33486  60
83631  93466  63
83631  20222  2
83631  52981  65
83632  36599  79
83632  6290  16
83632  6056  54
83632  45780  57
83632  23178  85
83632  36582  31
83632  99380  51
83633  22960  72
83633  7623  46
83633  10940  22
83633  71799  81
83633  81301  4
83633  2287  63
83633  22567  56
83634  36447  45
83634  58157  88
83634  49280  50
83634  32918  69
83634  47902  73
83634  11284  7
83634  92375  71
83635  14221  30
83635  61813  23
83635  78839  74
83635  18725  46
83635  52713  3
83635  26322  66
83635  28719  3
83636  52830  89
83636  12871  74
83636  82006  3
83636  40476  92
83636  53480  14
83636  5639  43
83636  64215  34
83637  32727  87
83637  34278  17
83637  15420  80
83637  41498  90
83637  19509  49
83637  96214  41
83637  47399  7
83638  1207  80
83638  47790  78
83638  34003  20
83638  96108  1
83638  45689  16
83638  83695  31
83638  88690  19
83639  89761  90
83639  22567  97
83639  47211  15
83639  64311  8
83639  38647  7
83639  55625  15
83639  60371  67
83640  25810  29
83640  93154  91
83640  81335  48
83640  81607  32
83640  5124  29
83640  68020  70
83640  1936  51
83641  43121  72
83641  4799  25
83641  1606  80
83641  60205  55
83641  1388  52
83641  78397  90
83641  95123  41
83642  9629  48
83642  49427  17
83642  26554  86
83642  18598  24
83642  68691  11
83642  76597  86
83642  14094  15
83643  36617  23
83643  61104  84
83643  5104  86
83643  7983  92
83643  20298  23
83643  78786  87
83643  37015  76
83644  40699  25
83644  13072  6
83644  65984  29
83644  49648  57
83644  39212  57
83644  75055  29
83644  5188  40
83645  84899  42
83645  75510  32
83645  8680  83
83645  55258  1
83645  10919  30
83645  80399  71
83645  12296  55
83646  96804  36
83646  68924  18
83646  63448  82
83646  23720  1
83646  9551  57
83646  68831  28
83646  28455  52
83647  12494  95
83647  10912  55
83647  34030  31
83647  75614  86
83647  40971  70
83647  91730  77
83647  68947  33
83648  74086  26
83648  80949  24
83648  93  71
83648  89505  35
83648  72914  20
83648  63418  59
83648  81868  83
83649  8167  25
83649  2047  10
83649  5474  87
83649  82783  17
83649  43272  75
83649  69894  29
83649  90141  19
83650  69359  22
83650  47043  92
83650  35876  49
83650  7087  41
83650  29731  92
83650  31926  60
83650  77438  99
83651  39806  29
83651  45472  37
83651  22679  1
83651  62511  43
83651  26336  56
83651  2786  18
83651  32045  57
83652  18253  36
83652  42229  17
83652  73709  100
83652  17149  8
83652  38427  11
83652  46604  70
83652  74167  96
83653  76598  36
83653  88185  95
83653  98475  38
83653  83281  18
83653  91488  14
83653  37431  66
83653  30506  73
83654  9706  35
83654  83214  76
83654  13274  25
83654  67209  50
83654  23006  22
83654  35024  39
83654  3515  30
83655  70759  88
83655  9404  84
83655  28426  26
83655  393  42
83655  32614  31
83655  42691  79
83655  32907  27
83656  76097  86
83656  42235  21
83656  51726  80
83656  26747  24
83656  36305  48
83656  43899  52
83656  32942  92
83657  17303  82
83657  64427  71
83657  92466  69
83657  18427  75
83657  65554  33
83657  9479  79
83657  34067  87
83658  48270  21
83658  20874  6
83658  3960  24
83658  24427  84
83658  79377  51
83658  77171  90
83658  9855  33
83659  83279  81
83659  46519  9
83659  62758  100
83659  59387  49
83659  27751  23
83659  71718  36
83659  97948  60
83660  92522  4
83660  57142  70
83660  31488  74
83660  52112  47
83660  78711  1
83660  87775  11
83660  87532  72
83661  51178  15
83661  27674  90
83661  3800  10
83661  82186  23
83661  74440  45
83661  58132  59
83661  91454  42
83662  86398  34
83662  42446  76
83662  37797  91
83662  8389  68
83662  14029  41
83662  48132  85
83662  97728  50
83663  43845  1
83663  15081  1
83663  22408  22
83663  82643  51
83663  53140  47
83663  16808  32
83663  65551  63
83664  56073  91
83664  87084  32
83664  81278  82
83664  63101  61
83664  86403  49
83664  2356  25
83664  15576  83
83665  61753  91
83665  96121  34
83665  8800  88
83665  68486  39
83665  96986  6
83665  427  84
83665  13959  81
83666  5592  65
83666  10489  85
83666  15168  68
83666  44741  37
83666  63177  78
83666  30607  81
83666  43973  60
83667  77096  63
83667  95309  86
83667  99792  55
83667  55285  23
83667  88042  59
83667  46394  23
83667  16881  17
83668  28958  99
83668  36326  59
83668  14726  29
83668  82851  93
83668  35461  2
83668  95736  71
83668  44839  26
83669  38214  1
83669  30367  96
83669  48970  93
83669  16648  19
83669  70022  100
83669  72382  91
83669  27350  51
83670  96733  36
83670  84291  63
83670  48269  82
83670  94778  34
83670  20406  75
83670  53125  59
83670  2307  70
83671  69082  90
83671  2467  54
83671  34192  7
83671  86341  80
83671  68044  49
83671  15581  17
83671  87777  5
83672  41439  13
83672  61567  41
83672  80424  24
83672  79497  56
83672  14764  24
83672  88122  99
83672  22938  40
83673  73768  70
83673  62871  55
83673  65817  31
83673  72399  76
83673  61737  40
83673  81828  67
83673  97350  79
83674  52143  48
83674  3182  90
83674  67524  48
83674  18344  75
83674  13846  20
83674  48346  14
83674  46443  92
83675  32035  32
83675  82493  91
83675  81037  24
83675  10170  45
83675  48357  98
83675  34487  17
83675  58918  94
83676  20528  19
83676  32182  54
83676  86717  60
83676  20322  51
83676  99734  67
83676  45347  97
83676  84071  18
83677  97471  22
83677  95040  26
83677  80471  49
83677  41346  41
83677  69835  27
83677  43025  43
83677  71475  98
83678  6751  74
83678  62103  25
83678  73685  27
83678  4641  12
83678  98361  21
83678  17957  54
83678  63805  6
83679  38897  25
83679  57588  12
83679  7460  52
83679  84306  71
83679  27291  80
83679  78386  90
83679  69704  44
83680  83333  42
83680  57284  75
83680  1099  95
83680  74918  5
83680  402  24
83680  87620  10
83680  7095  12
83681  87169  12
83681  85320  58
83681  27908  65
83681  82752  80
83681  69225  17
83681  37984  10
83681  85945  76
83682  10247  3
83682  722  81
83682  45056  12
83682  55184  40
83682  69612  39
83682  28205  36
83682  79920  4
83683  85011  17
83683  33859  12
83683  78131  72
83683  94460  8
83683  65603  15
83683  27718  72
83683  92805  94
83684  98792  44
83684  80262  8
83684  14321  36
83684  12128  91
83684  45810  99
83684  95490  64
83684  42251  44
83685  41818  30
83685  30592  11
83685  1656  55
83685  27287  84
83685  62368  81
83685  17583  100
83685  44024  17
83686  29878  32
83686  54029  88
83686  31436  17
83686  7821  85
83686  24936  62
83686  50018  30
83686  89199  39
83687  50734  18
83687  68415  86
83687  42206  67
83687  71902  26
83687  98932  39
83687  52178  43
83687  94682  66
83688  56591  16
83688  781  93
83688  61635  77
83688  8904  25
83688  87674  70
83688  77642  82
83688  2466  94
83689  37488  52
83689  91572  51
83689  16142  100
83689  51181  13
83689  52287  94
83689  75267  90
83689  4049  99
83690  52118  100
83690  45524  23
83690  24133  75
83690  75261  25
83690  88231  42
83690  38673  12
83690  96790  35
83691  87955  3
83691  61953  35
83691  49871  1
83691  58219  100
83691  85600  5
83691  68302  5
83691  55182  8
83692  92081  7
83692  59098  100
83692  80637  23
83692  96444  11
83692  20239  81
83692  21548  13
83692  22346  97
83693  49782  26
83693  29685  3
83693  80422  52
83693  50552  35
83693  2794  70
83693  19148  1
83693  97840  44
83694  68202  61
83694  77047  35
83694  69589  82
83694  92911  29
83694  29080  12
83694  61806  15
83694  74250  47
83695  62357  56
83695  4407  5
83695  8543  5
83695  35568  45
83695  96851  98
83695  46817  50
83695  68628  55
83696  64176  34
83696  88134  19
83696  54746  45
83696  5968  55
83696  49152  63
83696  18747  100
83696  8852  38
83697  70005  65
83697  66571  88
83697  12958  9
83697  81746  12
83697  91858  63
83697  68277  49
83697  11624  36
83698  367  26
83698  81131  44
83698  87072  74
83698  12890  54
83698  72360  91
83698  69887  73
83698  45097  82
83699  97728  28
83699  37615  98
